"TXNAME","GENEID"
"AT5G17920_ID4","AT5G17920"
"AT5G17920_ID5","AT5G17920"
"AT5G17920_ID7","AT5G17920"
"AT5G17920_JS2","AT5G17920"
"AT5G17920_JS3","AT5G17920"
"AT5G17920_P1","AT5G17920"
"AT5G17920_P2","AT5G17920"
"AT5G18030_P1","AT5G18030"
"AT5G18030_c1","AT5G18030"
"AT5G18040_ID2","AT5G18040"
"AT5G18040_P1","AT5G18040"
"AT5G18040_P2","AT5G18040"
"AT5G18080_P1","AT5G18080"
"AT5G18100.1","AT5G18100"
"AT5G18100.2","AT5G18100"
"AT5G18100_ID2","AT5G18100"
"AT5G18100_ID3","AT5G18100"
"AT5G18100_ID5","AT5G18100"
"AT5G18110.1","AT5G18110"
"AT5G18140.1","AT5G18140"
"AT5G18170_P1","AT5G18170"
"AT5G18190_P1","AT5G18190"
"AT5G18190_P2","AT5G18190"
"AT5G18190_s1","AT5G18190"
"AT5G18240.1","AT5G18240"
"AT5G18240.2","AT5G18240"
"AT5G18240.3","AT5G18240"
"AT5G18240.4","AT5G18240"
"AT5G18240.5","AT5G18240"
"AT5G18240_ID13","AT5G18240"
"AT5G18240_ID22","AT5G18240"
"AT5G18240_ID40","AT5G18240"
"AT5G18240_ID46","AT5G18240"
"AT5G18240_ID47","AT5G18240"
"AT5G18240_ID51","AT5G18240"
"AT5G18240_ID8","AT5G18240"
"AT5G18240_ID9","AT5G18240"
"AT5G18240_JC1","AT5G18240"
"AT5G18240_JC4","AT5G18240"
"AT5G18245.1","AT5G18245"
"AT5G18245_ID40","AT5G18245"
"AT5G18245_ID42","AT5G18245"
"AT5G18245_ID43","AT5G18245"
"AT5G18245_ID51","AT5G18245"
"AT5G18245_JC12","AT5G18245"
"AT5G18255_ID1","AT5G18255"
"AT5G18255_ID2","AT5G18255"
"AT5G18255_ID3","AT5G18255"
"AT5G18255_ID4","AT5G18255"
"AT5G18260.1","AT5G18260"
"AT5G18260_ID1","AT5G18260"
"AT5G18260_ID3","AT5G18260"
"AT5G18260_ID4","AT5G18260"
"AT5G18260_c1","AT5G18260"
"AT5G18310_P1","AT5G18310"
"AT5G18310_P2","AT5G18310"
"AT5G18310_P3","AT5G18310"
"AT5G18310_P4","AT5G18310"
"AT5G18340_P1","AT5G18340"
"AT5G18440_ID4","AT5G18440"
"AT5G18440_JC6","AT5G18440"
"AT5G18440_JS1","AT5G18440"
"AT5G18440_P1","AT5G18440"
"AT5G18440_P2","AT5G18440"
"AT5G18440_s1","AT5G18440"
"AT5G18480_ID4","AT5G18480"
"AT5G18480_P1","AT5G18480"
"AT5G18490_P1","AT5G18490"
"AT5G18500_ID6","AT5G18500"
"AT5G18500_ID8","AT5G18500"
"AT5G18500_JS1","AT5G18500"
"AT5G18500_P1","AT5G18500"
"AT5G18500_P2","AT5G18500"
"AT5G18500_P3","AT5G18500"
"AT5G18500_P4","AT5G18500"
"AT5G18500_P5","AT5G18500"
"AT5G18500_s3","AT5G18500"
"AT5G18600_P1","AT5G18600"
"AT5G18630_ID115","AT5G18630"
"AT5G18630_ID132","AT5G18630"
"AT5G18630_ID145","AT5G18630"
"AT5G18630_ID172","AT5G18630"
"AT5G18630_ID177","AT5G18630"
"AT5G18630_ID180","AT5G18630"
"AT5G18630_ID187","AT5G18630"
"AT5G18630_ID217","AT5G18630"
"AT5G18630_ID236","AT5G18630"
"AT5G18630_ID244","AT5G18630"
"AT5G18630_ID254","AT5G18630"
"AT5G18630_ID42","AT5G18630"
"AT5G18630_ID43","AT5G18630"
"AT5G18630_ID47","AT5G18630"
"AT5G18630_ID77","AT5G18630"
"AT5G18630_ID97","AT5G18630"
"AT5G18630_JS1","AT5G18630"
"AT5G18630_JS2","AT5G18630"
"AT5G18630_P1","AT5G18630"
"AT5G18630_P2","AT5G18630"
"AT5G18780_P1","AT5G18780"
"AT5G18780_P2","AT5G18780"
"AT5G18780_P3","AT5G18780"
"AT5G18780_P4","AT5G18780"
"AT5G18820_ID2","AT5G18820"
"AT5G18820_JC1","AT5G18820"
"AT5G18820_JS3","AT5G18820"
"AT5G18820_P1","AT5G18820"
"AT5G18820_P2","AT5G18820"
"AT5G18820_P3","AT5G18820"
"AT5G18880.1","AT5G18880"
"AT5G18933_P1","AT5G18933"
"AT5G18980_P1","AT5G18980"
"AT5G18980_P2","AT5G18980"
"AT5G19000.1","AT5G19000"
"AT5G19000.2","AT5G19000"
"AT5G19000_c1","AT5G19000"
"AT5G19000_c2","AT5G19000"
"AT5G19110_P2","AT5G19110"
"AT5G19120.1","AT5G19120"
"AT5G19130_ID2","AT5G19130"
"AT5G19130_P1","AT5G19130"
"AT5G19130_c1","AT5G19130"
"AT5G19190_P1","AT5G19190"
"AT5G19210.1","AT5G19210"
"AT5G19210_ID2","AT5G19210"
"AT5G19210_ID3","AT5G19210"
"AT5G19210_ID4","AT5G19210"
"AT5G19210_P2","AT5G19210"
"AT5G19210_P3","AT5G19210"
"AT5G19230_P2","AT5G19230"
"AT5G19240_P1","AT5G19240"
"AT5G19260_P1","AT5G19260"
"AT5G19330.1","AT5G19330"
"AT5G19330.2","AT5G19330"
"AT5G19330_c1","AT5G19330"
"AT5G19390.1","AT5G19390"
"AT5G19390.3","AT5G19390"
"AT5G19390_ID3","AT5G19390"
"AT5G19390_P2","AT5G19390"
"AT5G19390_P4","AT5G19390"
"AT5G19460_ID11","AT5G19460"
"AT5G19460_ID3","AT5G19460"
"AT5G19460_ID7","AT5G19460"
"AT5G19460_ID8","AT5G19460"
"AT5G19460_P1","AT5G19460"
"AT5G19460_c2","AT5G19460"
"AT5G19460_s1","AT5G19460"
"AT5G19460_s2","AT5G19460"
"AT5G19500_ID12","AT5G19500"
"AT5G19500_ID15","AT5G19500"
"AT5G19500_ID16","AT5G19500"
"AT5G19500_ID27","AT5G19500"
"AT5G19500_ID31","AT5G19500"
"AT5G19500_ID9","AT5G19500"
"AT5G19500_P1","AT5G19500"
"AT5G19500_c1","AT5G19500"
"AT5G19850_ID1","AT5G19850"
"AT5G19850_ID4","AT5G19850"
"AT5G19850_P1","AT5G19850"
"AT5G19855_ID3","AT5G19855"
"AT5G19855_P1","AT5G19855"
"AT5G19855_P2","AT5G19855"
"AT5G19855_c1","AT5G19855"
"AT5G19860_P1","AT5G19860"
"AT5G19860_c1","AT5G19860"
"AT5G19875_P1","AT5G19875"
"AT5G19900_JC3","AT5G19900"
"AT5G19900_JC4","AT5G19900"
"AT5G19900_JS1","AT5G19900"
"AT5G19900_P1","AT5G19900"
"AT5G19900_P3","AT5G19900"
"AT5G19900_c1","AT5G19900"
"AT5G19900_c2","AT5G19900"
"AT5G19900_c3","AT5G19900"
"AT5G19900_c4","AT5G19900"
"AT5G19900_c5","AT5G19900"
"AT5G19900_s1","AT5G19900"
"AT5G19900_s3","AT5G19900"
"AT5G19900_s4","AT5G19900"
"AT5G19950.1","AT5G19950"
"AT5G19950.3","AT5G19950"
"AT5G19950_P2","AT5G19950"
"AT5G19990_P1","AT5G19990"
"AT5G19990_P2","AT5G19990"
"AT5G19990_P3","AT5G19990"
"AT5G20030_P1","AT5G20030"
"AT5G20030_P2","AT5G20030"
"AT5G20030_c1","AT5G20030"
"AT5G20060.3","AT5G20060"
"AT5G20060_ID1","AT5G20060"
"AT5G20060_P1","AT5G20060"
"AT5G20060_P2","AT5G20060"
"AT5G20060_P4","AT5G20060"
"AT5G20060_c1","AT5G20060"
"AT5G20110_P1","AT5G20110"
"AT5G20110_P2","AT5G20110"
"AT5G20110_c1","AT5G20110"
"AT5G20140.1","AT5G20140"
"AT5G20140_ID36","AT5G20140"
"AT5G20140_ID40","AT5G20140"
"AT5G20140_ID42","AT5G20140"
"AT5G20140_ID43","AT5G20140"
"AT5G20140_ID48","AT5G20140"
"AT5G20140_ID60","AT5G20140"
"AT5G20180.2","AT5G20180"
"AT5G20180_ID1","AT5G20180"
"AT5G20180_JS1","AT5G20180"
"AT5G20180_P1","AT5G20180"
"AT5G20180_P3","AT5G20180"
"AT5G20180_P4","AT5G20180"
"AT5G20190_P1","AT5G20190"
"AT5G20220.2","AT5G20220"
"AT5G20220_ID1","AT5G20220"
"AT5G20220_ID10","AT5G20220"
"AT5G20220_ID11","AT5G20220"
"AT5G20220_ID12","AT5G20220"
"AT5G20220_ID13","AT5G20220"
"AT5G20220_ID14","AT5G20220"
"AT5G20220_ID15","AT5G20220"
"AT5G20220_ID16","AT5G20220"
"AT5G20220_ID17","AT5G20220"
"AT5G20220_ID3","AT5G20220"
"AT5G20220_ID5","AT5G20220"
"AT5G20220_ID6","AT5G20220"
"AT5G20220_ID8","AT5G20220"
"AT5G20220_ID9","AT5G20220"
"AT5G20220_P1","AT5G20220"
"AT5G20220_c1","AT5G20220"
"AT5G20230_P1","AT5G20230"
"AT5G20250.1","AT5G20250"
"AT5G20250.2","AT5G20250"
"AT5G20250.3","AT5G20250"
"AT5G20250.4","AT5G20250"
"AT5G20250_ID16","AT5G20250"
"AT5G20250_s1","AT5G20250"
"AT5G20280_P1","AT5G20280"
"AT5G20380_ID8","AT5G20380"
"AT5G20380_JC3","AT5G20380"
"AT5G20380_JS1","AT5G20380"
"AT5G20380_JS12","AT5G20380"
"AT5G20380_JS13","AT5G20380"
"AT5G20380_JS14","AT5G20380"
"AT5G20380_JS15","AT5G20380"
"AT5G20380_JS17","AT5G20380"
"AT5G20380_JS18","AT5G20380"
"AT5G20380_JS19","AT5G20380"
"AT5G20380_JS20","AT5G20380"
"AT5G20380_JS22","AT5G20380"
"AT5G20380_JS23","AT5G20380"
"AT5G20380_JS29","AT5G20380"
"AT5G20380_JS6","AT5G20380"
"AT5G20380_JS8","AT5G20380"
"AT5G20380_P2","AT5G20380"
"AT5G20380_c3","AT5G20380"
"AT5G20380_s1","AT5G20380"
"AT5G20380_s2","AT5G20380"
"AT5G20380_s3","AT5G20380"
"AT5G20400_P1","AT5G20400"
"AT5G20450.1","AT5G20450"
"AT5G20450.2","AT5G20450"
"AT5G20450.3","AT5G20450"
"AT5G20450_ID17","AT5G20450"
"AT5G20450_ID18","AT5G20450"
"AT5G20450_ID20","AT5G20450"
"AT5G20450_JC5","AT5G20450"
"AT5G20450_P10","AT5G20450"
"AT5G20450_P11","AT5G20450"
"AT5G20450_P12","AT5G20450"
"AT5G20480_JC2","AT5G20480"
"AT5G20480_P1","AT5G20480"
"AT5G20480_P2","AT5G20480"
"AT5G20480_c2","AT5G20480"
"AT5G20480_s3","AT5G20480"
"AT5G20650.1","AT5G20650"
"AT5G20670_P1","AT5G20670"
"AT5G20720.2","AT5G20720"
"AT5G20720.3","AT5G20720"
"AT5G20720_ID1","AT5G20720"
"AT5G20720_ID12","AT5G20720"
"AT5G20720_JS9","AT5G20720"
"AT5G20720_P1","AT5G20720"
"AT5G20720_P3","AT5G20720"
"AT5G20720_c1","AT5G20720"
"AT5G20720_c3","AT5G20720"
"AT5G20740_P2","AT5G20740"
"AT5G20790_P1","AT5G20790"
"AT5G20830_ID1","AT5G20830"
"AT5G20830_ID5","AT5G20830"
"AT5G20830_ID6","AT5G20830"
"AT5G20830_JC2","AT5G20830"
"AT5G20830_JC7","AT5G20830"
"AT5G20830_P1","AT5G20830"
"AT5G20830_P2","AT5G20830"
"AT5G20910_ID2","AT5G20910"
"AT5G20910_P1","AT5G20910"
"AT5G20950_P1","AT5G20950"
"AT5G20950_P3","AT5G20950"
"AT5G20960_P1","AT5G20960"
"AT5G20960_P2","AT5G20960"
"AT5G20990_ID6","AT5G20990"
"AT5G20990_ID7","AT5G20990"
"AT5G20990_ID8","AT5G20990"
"AT5G20990_JC6","AT5G20990"
"AT5G20990_JS4","AT5G20990"
"AT5G20990_JS6","AT5G20990"
"AT5G20990_JS7","AT5G20990"
"AT5G20990_JS9","AT5G20990"
"AT5G20990_P1","AT5G20990"
"AT5G20990_P2","AT5G20990"
"AT5G20990_P3","AT5G20990"
"AT5G20990_c2","AT5G20990"
"AT5G20990_c3","AT5G20990"
"AT5G20990_c4","AT5G20990"
"AT5G20990_c5","AT5G20990"
"AT5G20990_s1","AT5G20990"
"AT5G21020.2","AT5G21020"
"AT5G21060.2","AT5G21060"
"AT5G21060.3","AT5G21060"
"AT5G21060_ID10","AT5G21060"
"AT5G21060_ID15","AT5G21060"
"AT5G21060_ID16","AT5G21060"
"AT5G21060_ID5","AT5G21060"
"AT5G21060_P1","AT5G21060"
"AT5G21060_c1","AT5G21060"
"AT5G21080_P1","AT5G21080"
"AT5G21100_ID2","AT5G21100"
"AT5G21100_JS1","AT5G21100"
"AT5G21100_P1","AT5G21100"
"AT5G21100_c1","AT5G21100"
"AT5G21105.3","AT5G21105"
"AT5G21105_ID1","AT5G21105"
"AT5G21105_P1","AT5G21105"
"AT5G21105_c1","AT5G21105"
"AT5G21160.2","AT5G21160"
"AT5G21160.3","AT5G21160"
"AT5G21160_P1","AT5G21160"
"AT5G21160_c1","AT5G21160"
"AT5G21170.1","AT5G21170"
"AT5G21170_ID2","AT5G21170"
"AT5G21170_c1","AT5G21170"
"AT5G21900_JC1","AT5G21900"
"AT5G21900_P1","AT5G21900"
"AT5G21900_P2","AT5G21900"
"AT5G21900_s1","AT5G21900"
"AT5G21930.2","AT5G21930"
"AT5G21930.3","AT5G21930"
"AT5G21930_ID1","AT5G21930"
"AT5G21930_ID3","AT5G21930"
"AT5G21930_ID4","AT5G21930"
"AT5G21930_ID5","AT5G21930"
"AT5G21930_ID8","AT5G21930"
"AT5G21930_JS5","AT5G21930"
"AT5G21930_JS6","AT5G21930"
"AT5G21930_P4","AT5G21930"
"AT5G21930_c2","AT5G21930"
"AT5G22010_ID101","AT5G22010"
"AT5G22010_ID103","AT5G22010"
"AT5G22010_ID109","AT5G22010"
"AT5G22010_ID41","AT5G22010"
"AT5G22010_ID44","AT5G22010"
"AT5G22010_ID83","AT5G22010"
"AT5G22010_ID84","AT5G22010"
"AT5G22010_P1","AT5G22010"
"AT5G22010_P2","AT5G22010"
"AT5G22020.1","AT5G22020"
"AT5G22040.3","AT5G22040"
"AT5G22040_JS2","AT5G22040"
"AT5G22040_P1","AT5G22040"
"AT5G22040_P2","AT5G22040"
"AT5G22050.1","AT5G22050"
"AT5G22050.2","AT5G22050"
"AT5G22050_ID1","AT5G22050"
"AT5G22050_ID3","AT5G22050"
"AT5G22050_JS3","AT5G22050"
"AT5G22270_ID1","AT5G22270"
"AT5G22270_P1","AT5G22270"
"AT5G22300_ID5","AT5G22300"
"AT5G22300_P1","AT5G22300"
"AT5G22300_P2","AT5G22300"
"AT5G22300_c1","AT5G22300"
"AT5G22315.1","AT5G22315"
"AT5G22350_ID2","AT5G22350"
"AT5G22350_ID4","AT5G22350"
"AT5G22350_P1","AT5G22350"
"AT5G22380_P1","AT5G22380"
"AT5G22380_s1","AT5G22380"
"AT5G22390_P1","AT5G22390"
"AT5G22450.1","AT5G22450"
"AT5G22450_JC5","AT5G22450"
"AT5G22450_c2","AT5G22450"
"AT5G22450_c3","AT5G22450"
"AT5G22450_c4","AT5G22450"
"AT5G22450_c5","AT5G22450"
"AT5G22450_s1","AT5G22450"
"AT5G22500_ID53","AT5G22500"
"AT5G22500_ID59","AT5G22500"
"AT5G22500_P1","AT5G22500"
"AT5G22500_P2","AT5G22500"
"AT5G22620.2","AT5G22620"
"AT5G22620_ID13","AT5G22620"
"AT5G22620_ID14","AT5G22620"
"AT5G22620_ID15","AT5G22620"
"AT5G22620_ID2","AT5G22620"
"AT5G22620_ID3","AT5G22620"
"AT5G22620_ID5","AT5G22620"
"AT5G22620_ID9","AT5G22620"
"AT5G22620_JC1","AT5G22620"
"AT5G22620_JS10","AT5G22620"
"AT5G22620_JS11","AT5G22620"
"AT5G22620_JS3","AT5G22620"
"AT5G22620_JS5","AT5G22620"
"AT5G22620_JS6","AT5G22620"
"AT5G22620_JS9","AT5G22620"
"AT5G22620_P1","AT5G22620"
"AT5G22620_P3","AT5G22620"
"AT5G22620_P4","AT5G22620"
"AT5G22620_P5","AT5G22620"
"AT5G22620_P6","AT5G22620"
"AT5G22620_c1","AT5G22620"
"AT5G22620_c2","AT5G22620"
"AT5G22620_c3","AT5G22620"
"AT5G22620_c4","AT5G22620"
"AT5G22640_ID5","AT5G22640"
"AT5G22640_ID6","AT5G22640"
"AT5G22640_ID8","AT5G22640"
"AT5G22640_JS1","AT5G22640"
"AT5G22640_JS2","AT5G22640"
"AT5G22640_JS3","AT5G22640"
"AT5G22640_P1","AT5G22640"
"AT5G22640_P2","AT5G22640"
"AT5G22640_P3","AT5G22640"
"AT5G22640_c1","AT5G22640"
"AT5G22640_c2","AT5G22640"
"AT5G22640_c3","AT5G22640"
"AT5G22640_s1","AT5G22640"
"AT5G22700.1","AT5G22700"
"AT5G22700_ID3","AT5G22700"
"AT5G22700_ID4","AT5G22700"
"AT5G22700_P5","AT5G22700"
"AT5G22700_P6","AT5G22700"
"AT5G22710_ID1","AT5G22710"
"AT5G22710_ID2","AT5G22710"
"AT5G22710_ID3","AT5G22710"
"AT5G22710_ID4","AT5G22710"
"AT5G22710_ID5","AT5G22710"
"AT5G22710_ID6","AT5G22710"
"AT5G22720.1","AT5G22720"
"AT5G22720.2","AT5G22720"
"AT5G22760_JC24","AT5G22760"
"AT5G22760_JC9","AT5G22760"
"AT5G22760_JS2","AT5G22760"
"AT5G22760_JS9","AT5G22760"
"AT5G22760_P1","AT5G22760"
"AT5G22760_P2","AT5G22760"
"AT5G22760_c1","AT5G22760"
"AT5G22760_c2","AT5G22760"
"AT5G22760_c3","AT5G22760"
"AT5G22794_JC21","AT5G22794"
"AT5G22794_JC6","AT5G22794"
"AT5G22794_JS2","AT5G22794"
"AT5G22794_c1","AT5G22794"
"AT5G22794_c2","AT5G22794"
"AT5G22794_c3","AT5G22794"
"AT5G22860_ID15","AT5G22860"
"AT5G22860_ID16","AT5G22860"
"AT5G22860_ID17","AT5G22860"
"AT5G22860_ID19","AT5G22860"
"AT5G22860_ID20","AT5G22860"
"AT5G22860_ID21","AT5G22860"
"AT5G22860_ID23","AT5G22860"
"AT5G22860_ID24","AT5G22860"
"AT5G22860_ID6","AT5G22860"
"AT5G22860_JC14","AT5G22860"
"AT5G22860_JS1","AT5G22860"
"AT5G22860_JS2","AT5G22860"
"AT5G22860_JS3","AT5G22860"
"AT5G22860_P1","AT5G22860"
"AT5G22860_P2","AT5G22860"
"AT5G22860_P3","AT5G22860"
"AT5G22860_P4","AT5G22860"
"AT5G22860_P5","AT5G22860"
"AT5G22860_P6","AT5G22860"
"AT5G22860_P7","AT5G22860"
"AT5G22860_P8","AT5G22860"
"AT5G22860_c1","AT5G22860"
"AT5G22860_c3","AT5G22860"
"AT5G22860_c4","AT5G22860"
"AT5G22860_c5","AT5G22860"
"AT5G22860_s1","AT5G22860"
"AT5G22860_s2","AT5G22860"
"AT5G22860_s3","AT5G22860"
"AT5G22860_s4","AT5G22860"
"AT5G22920_P1","AT5G22920"
"AT5G22920_P2","AT5G22920"
"AT5G22920_c1","AT5G22920"
"AT5G22930_P1","AT5G22930"
"AT5G22930_c1","AT5G22930"
"AT5G22990.1","AT5G22990"
"AT5G23010_P2","AT5G23010"
"AT5G23010_P3","AT5G23010"
"AT5G23010_c1","AT5G23010"
"AT5G23020_ID1","AT5G23020"
"AT5G23020_ID4","AT5G23020"
"AT5G23020_P1","AT5G23020"
"AT5G23020_c2","AT5G23020"
"AT5G23100_P1","AT5G23100"
"AT5G23150_P1","AT5G23150"
"AT5G23150_P2","AT5G23150"
"AT5G23150_P3","AT5G23150"
"AT5G23210.2","AT5G23210"
"AT5G23210.4","AT5G23210"
"AT5G23210_ID4","AT5G23210"
"AT5G23210_P1","AT5G23210"
"AT5G23210_P3","AT5G23210"
"AT5G23235.1","AT5G23235"
"AT5G23235_ID1","AT5G23235"
"AT5G23235_ID3","AT5G23235"
"AT5G23240.1","AT5G23240"
"AT5G23240_ID2","AT5G23240"
"AT5G23240_ID3","AT5G23240"
"AT5G23310_ID4","AT5G23310"
"AT5G23310_P1","AT5G23310"
"AT5G23340_P1","AT5G23340"
"AT5G23380_P1","AT5G23380"
"AT5G23380_P2","AT5G23380"
"AT5G23380_P3","AT5G23380"
"AT5G23410.1","AT5G23410"
"AT5G23480_JC4","AT5G23480"
"AT5G23480_JC5","AT5G23480"
"AT5G23480_JS2","AT5G23480"
"AT5G23480_P2","AT5G23480"
"AT5G23480_P3","AT5G23480"
"AT5G23480_P4","AT5G23480"
"AT5G23480_s1","AT5G23480"
"AT5G23510.2","AT5G23510"
"AT5G23510_ID3","AT5G23510"
"AT5G23510_ID4","AT5G23510"
"AT5G23510_ID5","AT5G23510"
"AT5G23510_ID6","AT5G23510"
"AT5G23510_P1","AT5G23510"
"AT5G23510_P3","AT5G23510"
"AT5G23520.1","AT5G23520"
"AT5G23520_ID2","AT5G23520"
"AT5G23520_P2","AT5G23520"
"AT5G23580_P1","AT5G23580"
"AT5G23580_c1","AT5G23580"
"AT5G23610_ID2","AT5G23610"
"AT5G23610_ID3","AT5G23610"
"AT5G23610_P1","AT5G23610"
"AT5G23610_P2","AT5G23610"
"AT5G23660_P1","AT5G23660"
"AT5G23730_P1","AT5G23730"
"AT5G23800.1","AT5G23800"
"AT5G23800_ID2","AT5G23800"
"AT5G23800_ID3","AT5G23800"
"AT5G23800_ID4","AT5G23800"
"AT5G23800_P2","AT5G23800"
"AT5G23810_JC1","AT5G23810"
"AT5G23810_P1","AT5G23810"
"AT5G23810_P3","AT5G23810"
"AT5G23810_P4","AT5G23810"
"AT5G23810_P5","AT5G23810"
"AT5G23810_c1","AT5G23810"
"AT5G23810_s1","AT5G23810"
"AT5G23860.2","AT5G23860"
"AT5G23860_P1","AT5G23860"
"AT5G23870_ID1","AT5G23870"
"AT5G23870_ID11","AT5G23870"
"AT5G23870_ID18","AT5G23870"
"AT5G23870_ID19","AT5G23870"
"AT5G23870_ID24","AT5G23870"
"AT5G23870_ID3","AT5G23870"
"AT5G23870_ID4","AT5G23870"
"AT5G23870_ID8","AT5G23870"
"AT5G23870_JC3","AT5G23870"
"AT5G23870_P1","AT5G23870"
"AT5G23870_P2","AT5G23870"
"AT5G23870_P3","AT5G23870"
"AT5G23870_P4","AT5G23870"
"AT5G23960.2","AT5G23960"
"AT5G23960_P1","AT5G23960"
"AT5G24000_ID11","AT5G24000"
"AT5G24000_ID2","AT5G24000"
"AT5G24000_ID4","AT5G24000"
"AT5G24000_ID6","AT5G24000"
"AT5G24000_JS2","AT5G24000"
"AT5G24000_P1","AT5G24000"
"AT5G24000_c2","AT5G24000"
"AT5G24000_c4","AT5G24000"
"AT5G24000_s1","AT5G24000"
"AT5G24000_s2","AT5G24000"
"AT5G24000_s3","AT5G24000"
"AT5G24000_s4","AT5G24000"
"AT5G24030_ID4","AT5G24030"
"AT5G24030_JS2","AT5G24030"
"AT5G24030_P1","AT5G24030"
"AT5G24030_P2","AT5G24030"
"AT5G24105_P1","AT5G24105"
"AT5G24110_ID4","AT5G24110"
"AT5G24110_P1","AT5G24110"
"AT5G24120_JC5","AT5G24120"
"AT5G24120_P1","AT5G24120"
"AT5G24120_P2","AT5G24120"
"AT5G24120_P3","AT5G24120"
"AT5G24120_c2","AT5G24120"
"AT5G24150.2","AT5G24150"
"AT5G24150_ID2","AT5G24150"
"AT5G24150_P1","AT5G24150"
"AT5G24160_JC3","AT5G24160"
"AT5G24160_P1","AT5G24160"
"AT5G24160_P2","AT5G24160"
"AT5G24160_P3","AT5G24160"
"AT5G24160_c1","AT5G24160"
"AT5G24160_c2","AT5G24160"
"AT5G24160_c3","AT5G24160"
"AT5G24210_ID2","AT5G24210"
"AT5G24210_P1","AT5G24210"
"AT5G24210_P2","AT5G24210"
"AT5G24210_P3","AT5G24210"
"AT5G24210_c1","AT5G24210"
"AT5G24220_P1","AT5G24220"
"AT5G24240.1","AT5G24240"
"AT5G24240_ID1","AT5G24240"
"AT5G24300.2","AT5G24300"
"AT5G24300_ID2","AT5G24300"
"AT5G24300_JC2","AT5G24300"
"AT5G24300_P1","AT5G24300"
"AT5G24313_P1","AT5G24313"
"AT5G24318.2","AT5G24318"
"AT5G24318_P1","AT5G24318"
"AT5G24318_P3","AT5G24318"
"AT5G24318_P4","AT5G24318"
"AT5G24320_JC4","AT5G24320"
"AT5G24320_P1","AT5G24320"
"AT5G24320_P2","AT5G24320"
"AT5G24320_s1","AT5G24320"
"AT5G24320_s2","AT5G24320"
"AT5G24410_P1","AT5G24410"
"AT5G24420_P1","AT5G24420"
"AT5G24470.1","AT5G24470"
"AT5G24470_JC2","AT5G24470"
"AT5G24470_JC3","AT5G24470"
"AT5G24470_JC4","AT5G24470"
"AT5G24470_JC5","AT5G24470"
"AT5G24470_JC8","AT5G24470"
"AT5G24470_X6","AT5G24470"
"AT5G24470_s1","AT5G24470"
"AT5G24520.3","AT5G24520"
"AT5G24520_ID2","AT5G24520"
"AT5G24520_JC2","AT5G24520"
"AT5G24520_JC6","AT5G24520"
"AT5G24520_P1","AT5G24520"
"AT5G24520_P3","AT5G24520"
"AT5G24520_c1","AT5G24520"
"AT5G24530_P1","AT5G24530"
"AT5G24530_s1","AT5G24530"
"AT5G24557.1","AT5G24557"
"AT5G24580.2","AT5G24580"
"AT5G24580.3","AT5G24580"
"AT5G24580_P1","AT5G24580"
"AT5G24580_P4","AT5G24580"
"AT5G24580_P5","AT5G24580"
"AT5G24630.1","AT5G24630"
"AT5G24630.2","AT5G24630"
"AT5G24630.3","AT5G24630"
"AT5G24630.4","AT5G24630"
"AT5G24630.5","AT5G24630"
"AT5G24630.6","AT5G24630"
"AT5G24630_ID19","AT5G24630"
"AT5G24630_ID20","AT5G24630"
"AT5G24630_ID21","AT5G24630"
"AT5G24630_ID22","AT5G24630"
"AT5G24630_ID24","AT5G24630"
"AT5G24630_JS16","AT5G24630"
"AT5G24630_P10","AT5G24630"
"AT5G24630_P11","AT5G24630"
"AT5G24630_P12","AT5G24630"
"AT5G24630_P7","AT5G24630"
"AT5G24630_P8","AT5G24630"
"AT5G24630_P9","AT5G24630"
"AT5G24670_ID9","AT5G24670"
"AT5G24670_JC1","AT5G24670"
"AT5G24670_P1","AT5G24670"
"AT5G24670_P2","AT5G24670"
"AT5G24670_P3","AT5G24670"
"AT5G24670_P4","AT5G24670"
"AT5G24670_P5","AT5G24670"
"AT5G24670_c1","AT5G24670"
"AT5G24670_c2","AT5G24670"
"AT5G24670_c3","AT5G24670"
"AT5G24670_c4","AT5G24670"
"AT5G24670_c6","AT5G24670"
"AT5G24670_s1","AT5G24670"
"AT5G24670_s2","AT5G24670"
"AT5G24670_s3","AT5G24670"
"AT5G24735.1","AT5G24735"
"AT5G24735_ID3","AT5G24735"
"AT5G24735_s1","AT5G24735"
"AT5G24810.2","AT5G24810"
"AT5G24810_ID11","AT5G24810"
"AT5G24810_ID12","AT5G24810"
"AT5G24810_ID8","AT5G24810"
"AT5G24810_P1","AT5G24810"
"AT5G24840.1","AT5G24840"
"AT5G24915.1","AT5G24915"
"AT5G24940_P1","AT5G24940"
"AT5G24960_P1","AT5G24960"
"AT5G24960_P2","AT5G24960"
"AT5G25100.2","AT5G25100"
"AT5G25100_ID4","AT5G25100"
"AT5G25100_P1","AT5G25100"
"AT5G25110_P1","AT5G25110"
"AT5G25130_P1","AT5G25130"
"AT5G25140_JS2","AT5G25140"
"AT5G25140_P1","AT5G25140"
"AT5G25190_P1","AT5G25190"
"AT5G25265.1","AT5G25265"
"AT5G25280_P1","AT5G25280"
"AT5G25280_P2","AT5G25280"
"AT5G25280_P3","AT5G25280"
"AT5G25360.2","AT5G25360"
"AT5G25360_ID1","AT5G25360"
"AT5G25360_JS5","AT5G25360"
"AT5G25360_P1","AT5G25360"
"AT5G25360_P3","AT5G25360"
"AT5G25360_s1","AT5G25360"
