"TXNAME","GENEIND"
"AT5G54080_ID3","AT5G54080"
"AT5G54080_s1","AT5G54080"
"AT5G54090_P1","AT5G54090"
"AT5G54090_c1","AT5G54090"
"AT5G54090_s1","AT5G54090"
"AT5G54095_P1","AT5G54095"
"AT5G54095_P2","AT5G54095"
"AT5G54100_P1","AT5G54100"
"AT5G54110_P1","AT5G54110"
"AT5G54110_P2","AT5G54110"
"AT5G54130_P2","AT5G54130"
"AT5G54130.3","AT5G54130"
"AT5G54130.4","AT5G54130"
"AT5G54130_JC10","AT5G54130"
"AT5G54130_JC4","AT5G54130"
"AT5G54130_JC8","AT5G54130"
"AT5G54130_s3","AT5G54130"
"AT5G54130_c1","AT5G54130"
"AT5G54130_ID2","AT5G54130"
"AT5G54140_P1","AT5G54140"
"AT5G54140_ID9","AT5G54140"
"AT5G54145_c1","AT5G54145"
"AT5G54148_c1","AT5G54148"
"AT5G54148.1","AT5G54148"
"AT5G54148_JC2","AT5G54148"
"AT5G54150.1","AT5G54150"
"AT5G54160_P1","AT5G54160"
"AT5G54165.1","AT5G54165"
"AT5G54170_ID1","AT5G54170"
"AT5G54170_JS3","AT5G54170"
"AT5G54170_P1","AT5G54170"
"AT5G54180_P1","AT5G54180"
"AT5G54190_P1","AT5G54190"
"AT5G54190.2","AT5G54190"
"AT5G54200_s1","AT5G54200"
"AT5G54200_JS1","AT5G54200"
"AT5G54200_JS2","AT5G54200"
"AT5G54200_P1","AT5G54200"
"AT5G54203.1","AT5G54203"
"AT5G54206.1","AT5G54206"
"AT5G54210.1","AT5G54210"
"AT5G54215_P1","AT5G54215"
"AT5G54220_P1","AT5G54220"
"AT5G54225_P1","AT5G54225"
"AT5G54230_P1","AT5G54230"
"AT5G54240_P1","AT5G54240"
"AT5G54250_P2","AT5G54250"
"AT5G54250_P4","AT5G54250"
"AT5G54250.3","AT5G54250"
"AT5G54250_P1","AT5G54250"
"AT5G54260_JS1","AT5G54260"
"AT5G54260_P1","AT5G54260"
"AT5G54260_JS2","AT5G54260"
"AT5G54260_P2","AT5G54260"
"AT5G54270_P1","AT5G54270"
"AT5G54280.1","AT5G54280"
"AT5G54280_P2","AT5G54280"
"AT5G54290_c1","AT5G54290"
"AT5G54290_c2","AT5G54290"
"AT5G54290.1","AT5G54290"
"AT5G54290_ID4","AT5G54290"
"AT5G54300_ID2","AT5G54300"
"AT5G54300_P1","AT5G54300"
"AT5G54310_P1","AT5G54310"
"AT5G54310_s1","AT5G54310"
"AT5G54320.1","AT5G54320"
"AT5G54330.1","AT5G54330"
"AT5G54340.1","AT5G54340"
"AT5G54350.1","AT5G54350"
"AT5G54360.1","AT5G54360"
"AT5G54365.1","AT5G54365"
"AT5G54370_P1","AT5G54370"
"AT5G54375.1","AT5G54375"
"AT5G54380_c1","AT5G54380"
"AT5G54380_c2","AT5G54380"
"AT5G54380_P1","AT5G54380"
"AT5G54390_P1","AT5G54390"
"AT5G54400_P1","AT5G54400"
"AT5G54410.1","AT5G54410"
"AT5G54420.1","AT5G54420"
"AT5G54430.1","AT5G54430"
"AT5G54430_ID2","AT5G54430"
"AT5G54430_ID3","AT5G54430"
"AT5G54430_P6","AT5G54430"
"AT5G54440_P1","AT5G54440"
"AT5G54440_P2","AT5G54440"
"AT5G54440_P3","AT5G54440"
"AT5G54440_JS3","AT5G54440"
"AT5G54440_s1","AT5G54440"
"AT5G54440_JS5","AT5G54440"
"AT5G54440_JS6","AT5G54440"
"AT5G54450.1","AT5G54450"
"AT5G54460.1","AT5G54460"
"AT5G54470_P1","AT5G54470"
"AT5G54480.1","AT5G54480"
"AT5G54490_P1","AT5G54490"
"AT5G54500_P1","AT5G54500"
"AT5G54500.2","AT5G54500"
"AT5G54500_JS3","AT5G54500"
"AT5G54500_ID1","AT5G54500"
"AT5G54500_ID3","AT5G54500"
"AT5G54510_P1","AT5G54510"
"AT5G54520_P1","AT5G54520"
"AT5G54520_JS2","AT5G54520"
"AT5G54520_ID1","AT5G54520"
"AT5G54520_ID3","AT5G54520"
"AT5G54520_ID4","AT5G54520"
"AT5G54530_P1","AT5G54530"
"AT5G54531.1","AT5G54531"
"AT5G54540_P1","AT5G54540"
"AT5G54550_P1","AT5G54550"
"AT5G54560_P1","AT5G54560"
"AT5G54569.1","AT5G54569"
"AT5G54569_ID1","AT5G54569"
"AT5G54569_ID2","AT5G54569"
"AT5G54569_ID4","AT5G54569"
"AT5G54569_ID5","AT5G54569"
"AT5G54569_JC7","AT5G54569"
"AT5G54570.1","AT5G54570"
"AT5G54570_ID2","AT5G54570"
"AT5G54570_ID4","AT5G54570"
"AT5G54570_ID5","AT5G54570"
"AT5G54570_ID9","AT5G54570"
"AT5G54570_P3","AT5G54570"
"AT5G54580_P1","AT5G54580"
"AT5G54585_P1","AT5G54585"
"AT5G54590_P2","AT5G54590"
"AT5G54590_s1","AT5G54590"
"AT5G54590.1","AT5G54590"
"AT5G54590_P3","AT5G54590"
"AT5G54590_P4","AT5G54590"
"AT5G54600_ID1","AT5G54600"
"AT5G54600.1","AT5G54600"
"AT5G54600.2","AT5G54600"
"AT5G54610_s2","AT5G54610"
"AT5G54610_s3","AT5G54610"
"AT5G54610.1","AT5G54610"
"AT5G54610_ID3","AT5G54610"
"AT5G54620_P1","AT5G54620"
"AT5G54620.1","AT5G54620"
"AT5G54630_P1","AT5G54630"
"AT5G54640_P1","AT5G54640"
"AT5G54640_ID1","AT5G54640"
"AT5G54650_P1","AT5G54650"
"AT5G54650.2","AT5G54650"
"AT5G54660_P1","AT5G54660"
"AT5G54660_ID1","AT5G54660"
"AT5G54661.1","AT5G54661"
"AT5G54670_P1","AT5G54670"
"AT5G54670_P2","AT5G54670"
"AT5G54670_JS1","AT5G54670"
"AT5G54670_P3","AT5G54670"
"AT5G54680_P1","AT5G54680"
"AT5G54690_P1","AT5G54690"
"AT5G54700_P2","AT5G54700"
"AT5G54700.1","AT5G54700"
"AT5G54710_P2","AT5G54710"
"AT5G54710_ID2","AT5G54710"
"AT5G54710_ID4","AT5G54710"
"AT5G54720_P1","AT5G54720"
"AT5G54730_s1","AT5G54730"
"AT5G54730_P2","AT5G54730"
"AT5G54730_ID12","AT5G54730"
"AT5G54730_c1","AT5G54730"
"AT5G54730_P1","AT5G54730"
"AT5G54740.1","AT5G54740"
"AT5G54745.1","AT5G54745"
"AT5G54750_P1","AT5G54750"
"AT5G54750_c1","AT5G54750"
"AT5G54750.2","AT5G54750"
"AT5G54750_JS4","AT5G54750"
"AT5G54760.3","AT5G54760"
"AT5G54760_P1","AT5G54760"
"AT5G54760.2","AT5G54760"
"AT5G54770_P1","AT5G54770"
"AT5G54780_P1","AT5G54780"
"AT5G54790.1","AT5G54790"
"AT5G54790_P2","AT5G54790"
"AT5G54800_P1","AT5G54800"
"AT5G54810_P1","AT5G54810"
"AT5G54810_ID1","AT5G54810"
"AT5G54820.1","AT5G54820"
"AT5G54830.1","AT5G54830"
"AT5G54830_c1","AT5G54830"
"AT5G54840_P1","AT5G54840"
"AT5G54840_P2","AT5G54840"
"AT5G54840_P3","AT5G54840"
"AT5G54840_c4","AT5G54840"
"AT5G54840_ID1","AT5G54840"
"AT5G54840_ID5","AT5G54840"
"AT5G54840_ID8","AT5G54840"
"AT5G54850_P1","AT5G54850"
"AT5G54855_P1","AT5G54855"
"AT5G54855_ID1","AT5G54855"
"AT5G54860_P1","AT5G54860"
"AT5G54865.1","AT5G54865"
"AT5G54870_P1","AT5G54870"
"AT5G54870_P2","AT5G54870"
"AT5G54880_P1","AT5G54880"
"AT5G54890.1","AT5G54890"
"AT5G54900_P1","AT5G54900"
"AT5G54900_ID9","AT5G54900"
"AT5G54910_P1","AT5G54910"
"AT5G54910_s1","AT5G54910"
"AT5G54910_ID1","AT5G54910"
"AT5G54910_ID4","AT5G54910"
"AT5G54920_P1","AT5G54920"
"AT5G54920_P2","AT5G54920"
"AT5G54930_c1","AT5G54930"
"AT5G54930_ID3","AT5G54930"
"AT5G54930.2","AT5G54930"
"AT5G54930_JS3","AT5G54930"
"AT5G54930_P1","AT5G54930"
"AT5G54940_P2","AT5G54940"
"AT5G54940_P3","AT5G54940"
"AT5G54940.1","AT5G54940"
"AT5G54950_P1","AT5G54950"
"AT5G54960_P1","AT5G54960"
"AT5G54970_P1","AT5G54970"
"AT5G54980_P1","AT5G54980"
"AT5G54980_JS1","AT5G54980"
"AT5G54990_P1","AT5G54990"
"AT5G55000_P2","AT5G55000"
"AT5G55000.1","AT5G55000"
"AT5G55010_P1","AT5G55010"
"AT5G55020_P1","AT5G55020"
"AT5G55040_P1","AT5G55040"
"AT5G55040_P2","AT5G55040"
"AT5G55040_JS1","AT5G55040"
"AT5G55040_JS2","AT5G55040"
"AT5G55040_JC3","AT5G55040"
"AT5G55050_P1","AT5G55050"
"AT5G55050_ID2","AT5G55050"
"AT5G55045.1","AT5G55045"
"AT5G55055.1","AT5G55055"
"AT5G55056.1","AT5G55056"
"AT5G55060_P1","AT5G55060"
"AT5G55060_P2","AT5G55060"
"AT5G55060_c1","AT5G55060"
"AT5G55060_c2","AT5G55060"
"AT5G55060_JS1","AT5G55060"
"AT5G55060_c3","AT5G55060"
"AT5G55060_JS4","AT5G55060"
"AT5G55060.2","AT5G55060"
"AT5G55070_P1","AT5G55070"
"AT5G55070_P2","AT5G55070"
"AT5G55080.1","AT5G55080"
"AT5G55090_P2","AT5G55090"
"AT5G55100_P3","AT5G55100"
"AT5G55100_P4","AT5G55100"
"AT5G55100_P5","AT5G55100"
"AT5G55100_P6","AT5G55100"
"AT5G55100_s1","AT5G55100"
"AT5G55100_s2","AT5G55100"
"AT5G55100_s3","AT5G55100"
"AT5G55100_JS5","AT5G55100"
"AT5G55100_c1","AT5G55100"
"AT5G55100_P7","AT5G55100"
"AT5G55100_P8","AT5G55100"
"AT5G55100_P1","AT5G55100"
"AT5G55100_P9","AT5G55100"
"AT5G55100_P10","AT5G55100"
"AT5G55100_P2","AT5G55100"
"AT5G55100_ID20","AT5G55100"
"AT5G55100_ID21","AT5G55100"
"AT5G55100_ID36","AT5G55100"
"AT5G55100_ID8","AT5G55100"
"AT5G55110_P1","AT5G55110"
"AT5G55120_P1","AT5G55120"
"AT5G55125_P1","AT5G55125"
"AT5G55125_ID1","AT5G55125"
"AT5G55125_ID2","AT5G55125"
"AT5G55130.2","AT5G55130"
"AT5G55130_ID26","AT5G55130"
"AT5G55130_ID28","AT5G55130"
"AT5G55130_ID29","AT5G55130"
"AT5G55130_ID32","AT5G55130"
"AT5G55130_ID35","AT5G55130"
"AT5G55130_ID36","AT5G55130"
"AT5G55130_c1","AT5G55130"
"AT5G55130_c2","AT5G55130"
"AT5G55130_P1","AT5G55130"
"AT5G55131.1","AT5G55131"
"AT5G55132.1","AT5G55132"
"AT5G55135_P1","AT5G55135"
"AT5G55140_P1","AT5G55140"
"AT5G55150_P1","AT5G55150"
"AT5G55160_P1","AT5G55160"
"AT5G55160.2","AT5G55160"
"AT5G55170_P1","AT5G55170"
"AT5G55170_P2","AT5G55170"
"AT5G55170_P3","AT5G55170"
"AT5G55180_P1","AT5G55180"
"AT5G55180.2","AT5G55180"
"AT5G55180_JS3","AT5G55180"
"AT5G55190_P1","AT5G55190"
"AT5G55190_ID3","AT5G55190"
"AT5G55200_P1","AT5G55200"
"AT5G55210.1","AT5G55210"
"AT5G55220_P1","AT5G55220"
"AT5G55220_ID2","AT5G55220"
"AT5G55230_P1","AT5G55230"
"AT5G55230_P3","AT5G55230"
"AT5G55230.2","AT5G55230"
"AT5G55230_s1","AT5G55230"
"AT5G55240_P1","AT5G55240"
"AT5G55250_P1","AT5G55250"
"AT5G55250_P2","AT5G55250"
"AT5G55260_s1","AT5G55260"
"AT5G55260_P2","AT5G55260"
"AT5G55260_P1","AT5G55260"
"AT5G55260_ID1","AT5G55260"
"AT5G55260_ID2","AT5G55260"
"AT5G55260_ID4","AT5G55260"
"AT5G55260_c2","AT5G55260"
"AT5G55270_P1","AT5G55270"
"AT5G55280_P1","AT5G55280"
"AT5G55280_ID1","AT5G55280"
"AT5G55290_P1","AT5G55290"
"AT5G55290_P2","AT5G55290"
"AT5G55290_P3","AT5G55290"
"AT5G55290_JC6","AT5G55290"
"AT5G55300_P1","AT5G55300"
"AT5G55300_JS1","AT5G55300"
"AT5G55300_JS4","AT5G55300"
"AT5G55300.2","AT5G55300"
"AT5G55310_P1","AT5G55310"
"AT5G55320_P1","AT5G55320"
"AT5G55330_P1","AT5G55330"
"AT5G55340_P1","AT5G55340"
"AT5G55350_P1","AT5G55350"
"AT5G55360_P1","AT5G55360"
"AT5G55370_P1","AT5G55370"
"AT5G55380.1","AT5G55380"
"AT5G55390_P3","AT5G55390"
"AT5G55390_P1","AT5G55390"
"AT5G55390_P2","AT5G55390"
"AT5G55400_P1","AT5G55400"
"AT5G55400_c1","AT5G55400"
"AT5G55400_P2","AT5G55400"
"AT5G55400_P3","AT5G55400"
"AT5G55400_ID2","AT5G55400"
"AT5G55410.2","AT5G55410"
"AT5G55410_P1","AT5G55410"
"AT5G55420_JS1","AT5G55420"
"AT5G55430_P1","AT5G55430"
"AT5G55440.1","AT5G55440"
"AT5G55450_P1","AT5G55450"
"AT5G55460_P1","AT5G55460"
"AT5G55460_ID1","AT5G55460"
"AT5G55470.1","AT5G55470"
"AT5G55480_JS1","AT5G55480"
"AT5G55480_P1","AT5G55480"
"AT5G55480_s2","AT5G55480"
"AT5G55480_ID3","AT5G55480"
"AT5G55480_ID6","AT5G55480"
"AT5G55490_P2","AT5G55490"
"AT5G55490_P6","AT5G55490"
"AT5G55490_P9","AT5G55490"
"AT5G55490_P1","AT5G55490"
"AT5G55490_P3","AT5G55490"
"AT5G55490_P4","AT5G55490"
"AT5G55490_P5","AT5G55490"
"AT5G55490_P7","AT5G55490"
"AT5G55490_P8","AT5G55490"
"AT5G55500_P1","AT5G55500"
"AT5G55500_c1","AT5G55500"
"AT5G55500_JS1","AT5G55500"
"AT5G55505.1","AT5G55505"
"AT5G55507.1","AT5G55507"
"AT5G55508.1","AT5G55508"
"AT5G55510_P1","AT5G55510"
"AT5G55510_ID1","AT5G55510"
"AT5G55520_P2","AT5G55520"
"AT5G55520.1","AT5G55520"
"AT5G55530_P1","AT5G55530"
"AT5G55530_P2","AT5G55530"
"AT5G55530_s1","AT5G55530"
"AT5G55530_P3","AT5G55530"
"AT5G55530_ID3","AT5G55530"
"AT5G55530_ID4","AT5G55530"
"AT5G55540_P2","AT5G55540"
"AT5G55540_P1","AT5G55540"
"AT5G55550_P1","AT5G55550"
"AT5G55550_s1","AT5G55550"
"AT5G55550_s2","AT5G55550"
"AT5G55550_P3","AT5G55550"
"AT5G55550_P5","AT5G55550"
"AT5G55550_P4","AT5G55550"
"AT5G55550_P6","AT5G55550"
"AT5G55550_P2","AT5G55550"
"AT5G55550_P7","AT5G55550"
"AT5G55550_ID1","AT5G55550"
"AT5G55550_ID4","AT5G55550"
"AT5G55550_ID9","AT5G55550"
"AT5G55550_P9","AT5G55550"
"AT5G55550_P10","AT5G55550"
"AT5G55550_P11","AT5G55550"
"AT5G55560_P1","AT5G55560"
"AT5G55560_ID2","AT5G55560"
"AT5G55560_c1","AT5G55560"
"AT5G55565.1","AT5G55565"
"AT5G55570_JS3","AT5G55570"
"AT5G55570_P1","AT5G55570"
"AT5G55570_P2","AT5G55570"
"AT5G55580.1","AT5G55580"
"AT5G55580_P3","AT5G55580"
"AT5G55580_c1","AT5G55580"
"AT5G55580_s1","AT5G55580"
"AT5G55580_ID1","AT5G55580"
"AT5G55580_ID2","AT5G55580"
"AT5G55580_ID4","AT5G55580"
"AT5G55580_ID5","AT5G55580"
"AT5G55580_ID6","AT5G55580"
"AT5G55580_ID7","AT5G55580"
"AT5G55580_ID8","AT5G55580"
"AT5G55590_P2","AT5G55590"
"AT5G55590_P1","AT5G55590"
"AT5G55590_ID1","AT5G55590"
"AT5G55590_ID2","AT5G55590"
"AT5G55590_ID3","AT5G55590"
"AT5G55590_ID9","AT5G55590"
"AT5G55600_P2","AT5G55600"
"AT5G55600_P1","AT5G55600"
"AT5G55600.3","AT5G55600"
"AT5G55610_P1","AT5G55610"
"AT5G55610.2","AT5G55610"
"AT5G55610_JC5","AT5G55610"
"AT5G55620_P1","AT5G55620"
"AT5G55620_JC2","AT5G55620"
"AT5G55630.2","AT5G55630"
"AT5G55630_ID2","AT5G55630"
"AT5G55640.1","AT5G55640"
"AT5G55640_c1","AT5G55640"
"AT5G55650_P1","AT5G55650"
"AT5G55660_P1","AT5G55660"
"AT5G55660_s1","AT5G55660"
"AT5G55660_s2","AT5G55660"
"AT5G55670_P1","AT5G55670"
"AT5G55670.2","AT5G55670"
"AT5G55680_P1","AT5G55680"
"AT5G55690_P1","AT5G55690"
"AT5G55700_P1","AT5G55700"
"AT5G55700_P2","AT5G55700"
"AT5G55700.2","AT5G55700"
"AT5G55700_c1","AT5G55700"
"AT5G55700_ID11","AT5G55700"
"AT5G55700_ID12","AT5G55700"
"AT5G55700_ID7","AT5G55700"
"AT5G55710_c1","AT5G55710"
"AT5G55710_P1","AT5G55710"
"AT5G55720_P1","AT5G55720"
"AT5G55730_P1","AT5G55730"
"AT5G55730.2","AT5G55730"
"AT5G55740_P1","AT5G55740"
"AT5G55750.1","AT5G55750"
"AT5G55760_c1","AT5G55760"
"AT5G55760_ID4","AT5G55760"
"AT5G55760_JC8","AT5G55760"
"AT5G55760_P1","AT5G55760"
"AT5G55770.1","AT5G55770"
"AT5G55780_P1","AT5G55780"
"AT5G55790_JS4","AT5G55790"
"AT5G55790_P2","AT5G55790"
"AT5G55790_P3","AT5G55790"
"AT5G55790_JC3","AT5G55790"
"AT5G55800.1","AT5G55800"
"AT5G55810.2","AT5G55810"
"AT5G55810_P3","AT5G55810"
"AT5G55810.1","AT5G55810"
"AT5G55810_ID1","AT5G55810"
"AT5G55810_ID4","AT5G55810"
"AT5G55810_ID5","AT5G55810"
"AT5G55810_ID6","AT5G55810"
"AT5G55820.1","AT5G55820"
"AT5G55820_P4","AT5G55820"
"AT5G55820_P2","AT5G55820"
"AT5G55820_P3","AT5G55820"
"AT5G55820_P5","AT5G55820"
"AT5G55820_P6","AT5G55820"
"AT5G55820_P7","AT5G55820"
"AT5G55820_P8","AT5G55820"
"AT5G55820_P9","AT5G55820"
"AT5G55820_P10","AT5G55820"
"AT5G55820_P11","AT5G55820"
"AT5G55830_P1","AT5G55830"
"AT5G55835.1","AT5G55835"
"AT5G55840_P1","AT5G55840"
"AT5G55840_P2","AT5G55840"
"AT5G55840_c2","AT5G55840"
"AT5G55840_JS4","AT5G55840"
"AT5G55850_P3","AT5G55850"
"AT5G55850.3","AT5G55850"
"AT5G55850_JC4","AT5G55850"
"AT5G55850.1","AT5G55850"
"AT5G55850.2","AT5G55850"
"AT5G55850_ID1","AT5G55850"
"AT5G55855_P2","AT5G55855"
"AT5G55856.1","AT5G55856"
"AT5G55860_P1","AT5G55860"
"AT5G55860_c1","AT5G55860"
"AT5G55860_c2","AT5G55860"
"AT5G55860_c3","AT5G55860"
"AT5G55860_JS1","AT5G55860"
"AT5G55870.1","AT5G55870"
"AT5G55875.1","AT5G55875"
"AT5G55880.1","AT5G55880"
"AT5G55890.1","AT5G55890"
"AT5G55893_P2","AT5G55893"
"AT5G55893_P3","AT5G55893"
"AT5G55893_P1","AT5G55893"
"AT5G55896_s1","AT5G55896"
"AT5G55896_s2","AT5G55896"
"AT5G55896_s3","AT5G55896"
"AT5G55896_s4","AT5G55896"
"AT5G55896_s5","AT5G55896"
"AT5G55896_s6","AT5G55896"
"AT5G55896_c1","AT5G55896"
"AT5G55896_c4","AT5G55896"
"AT5G55896_JC6","AT5G55896"
"AT5G55896_JC15","AT5G55896"
"AT5G55896_JS6","AT5G55896"
"AT5G55896_ID6","AT5G55896"
"AT5G55896_ID9","AT5G55896"
"AT5G55896.1","AT5G55896"
"AT5G55900.1","AT5G55900"
"AT5G55910_P1","AT5G55910"
"AT5G55910_P2","AT5G55910"
"AT5G55910_ID1","AT5G55910"
"AT5G55920_P1","AT5G55920"
"AT5G55930.1","AT5G55930"
"AT5G55930_ID4","AT5G55930"
"AT5G55940_ID2","AT5G55940"
"AT5G55940_P1","AT5G55940"
"AT5G55950_P4","AT5G55950"
"AT5G55950_P3","AT5G55950"
"AT5G55950_P2","AT5G55950"
"AT5G55950_P1","AT5G55950"
"AT5G55960_P1","AT5G55960"
"AT5G55970_P1","AT5G55970"
"AT5G55970_P2","AT5G55970"
"AT5G55970_P3","AT5G55970"
"AT5G55970_s1","AT5G55970"
"AT5G55970_ID3","AT5G55970"
"AT5G55980_P1","AT5G55980"
"AT5G55990_P1","AT5G55990"
"AT5G55990_P2","AT5G55990"
"AT5G55990_s1","AT5G55990"
"AT5G55990_JC1","AT5G55990"
"AT5G55990_ID4","AT5G55990"
"AT5G56000_P1","AT5G56000"
"AT5G56000_c1","AT5G56000"
"AT5G56010_P1","AT5G56010"
"AT5G56020_P1","AT5G56020"
"AT5G56020_P2","AT5G56020"
"AT5G56030_P1","AT5G56030"
"AT5G56030_ID1","AT5G56030"
"AT5G56030_ID2","AT5G56030"
"AT5G56030_ID3","AT5G56030"
"AT5G56030_ID4","AT5G56030"
"AT5G56030_ID5","AT5G56030"
"AT5G56030.2","AT5G56030"
"AT5G56040_P2","AT5G56040"
"AT5G56040.1","AT5G56040"
"AT5G56050_P1","AT5G56050"
"AT5G56060.1","AT5G56060"
"AT5G56060_P1","AT5G56060"
"AT5G56061.1","AT5G56061"
"AT5G56070.1","AT5G56070"
"AT5G56075.1","AT5G56075"
"AT5G56080_P1","AT5G56080"
"AT5G56090.1","AT5G56090"
"AT5G56090_ID1","AT5G56090"
"AT5G56090_ID4","AT5G56090"
"AT5G56100_P1","AT5G56100"
"AT5G56110.1","AT5G56110"
"AT5G56120.1","AT5G56120"
"AT5G56130_ID1","AT5G56130"
"AT5G56130_c1","AT5G56130"
"AT5G56130_P1","AT5G56130"
"AT5G56140_P1","AT5G56140"
"AT5G56150_P1","AT5G56150"
"AT5G56150_ID2","AT5G56150"
"AT5G56150_ID3","AT5G56150"
"AT5G56150_ID4","AT5G56150"
"AT5G56150_P2","AT5G56150"
"AT5G56160_P2","AT5G56160"
"AT5G56160_P1","AT5G56160"
"AT5G56160_JS1","AT5G56160"
"AT5G56160_JS2","AT5G56160"
"AT5G56160_JS3","AT5G56160"
"AT5G56160_JS5","AT5G56160"
"AT5G56160_ID10","AT5G56160"
"AT5G56160_ID12","AT5G56160"
"AT5G56160_ID14","AT5G56160"
"AT5G56160_ID15","AT5G56160"
"AT5G56160_ID16","AT5G56160"
"AT5G56160_ID20","AT5G56160"
"AT5G56160_ID23","AT5G56160"
"AT5G56160_ID5","AT5G56160"
"AT5G56160_ID9","AT5G56160"
"AT5G56170_P1","AT5G56170"
"AT5G56170_JC3","AT5G56170"
"AT5G56170_ID2","AT5G56170"
"AT5G56180.2","AT5G56180"
"AT5G56180_P1","AT5G56180"
"AT5G56180_P3","AT5G56180"
"AT5G56180_c1","AT5G56180"
"AT5G56190_P3","AT5G56190"
"AT5G56190_P1","AT5G56190"
"AT5G56190_P2","AT5G56190"
"AT5G56190_s1","AT5G56190"
"AT5G56190_P4","AT5G56190"
"AT5G56190_c1","AT5G56190"
"AT5G56190_ID12","AT5G56190"
"AT5G56190_P5","AT5G56190"
"AT5G56190_P7","AT5G56190"
"AT5G56200_P1","AT5G56200"
"AT5G56210_s1","AT5G56210"
"AT5G56210_P1","AT5G56210"
"AT5G56210_ID5","AT5G56210"
"AT5G56220_c1","AT5G56220"
"AT5G56220_P2","AT5G56220"
"AT5G56230_P1","AT5G56230"
"AT5G56240_s1","AT5G56240"
"AT5G56240_s2","AT5G56240"
"AT5G56240_P2","AT5G56240"
"AT5G56240_P3","AT5G56240"
"AT5G56240.1","AT5G56240"
"AT5G56240_P4","AT5G56240"
"AT5G56250_s1","AT5G56250"
"AT5G56250_JS2","AT5G56250"
"AT5G56250_JS3","AT5G56250"
"AT5G56250_JS4","AT5G56250"
"AT5G56250_P1","AT5G56250"
"AT5G56250_P2","AT5G56250"
"AT5G56260_P2","AT5G56260"
"AT5G56260_P3","AT5G56260"
"AT5G56260_P4","AT5G56260"
"AT5G56260_P1","AT5G56260"
"AT5G56260_P5","AT5G56260"
"AT5G56260_ID2","AT5G56260"
"AT5G56270.1","AT5G56270"
"AT5G56280_P1","AT5G56280"
"AT5G56290_P1","AT5G56290"
"AT5G56290_c1","AT5G56290"
"AT5G56300.1","AT5G56300"
"AT5G56310_P1","AT5G56310"
"AT5G56320_P1","AT5G56320"
"AT5G56320_P2","AT5G56320"
"AT5G56320_P3","AT5G56320"
"AT5G56325.1","AT5G56325"
"AT5G56330_P1","AT5G56330"
"AT5G56330_P2","AT5G56330"
"AT5G56340_P1","AT5G56340"
"AT5G56350_P1","AT5G56350"
"AT5G56350_c2","AT5G56350"
"AT5G56350_ID3","AT5G56350"
"AT5G56360_P1","AT5G56360"
"AT5G56360_JS1","AT5G56360"
"AT5G56360_ID7","AT5G56360"
"AT5G56360_ID9","AT5G56360"
"AT5G56360_c2","AT5G56360"
"AT5G56365.1","AT5G56365"
"AT5G56367.1","AT5G56367"
"AT5G56368.1","AT5G56368"
"AT5G56369_P1","AT5G56369"
"AT5G56370_P1","AT5G56370"
"AT5G56370_P3","AT5G56370"
"AT5G56370_P2","AT5G56370"
"AT5G56380_P2","AT5G56380"
"AT5G56380_P1","AT5G56380"
"AT5G56380_c1","AT5G56380"
"AT5G56380_c2","AT5G56380"
"AT5G56380_ID10","AT5G56380"
"AT5G56380_ID6","AT5G56380"
"AT5G56380_ID8","AT5G56380"
"AT5G56390.1","AT5G56390"
"AT5G56400.1","AT5G56400"
"AT5G56410.1","AT5G56410"
"AT5G56420_P1","AT5G56420"
"AT5G56420_P2","AT5G56420"
"AT5G56420.2","AT5G56420"
"AT5G56430_P1","AT5G56430"
"AT5G56440.1","AT5G56440"
"AT5G56450_P1","AT5G56450"
"AT5G56452.1","AT5G56452"
"AT5G56460_P1","AT5G56460"
"AT5G56460_c1","AT5G56460"
"AT5G56460_JS2","AT5G56460"
"AT5G56460_JS4","AT5G56460"
"AT5G56470.1","AT5G56470"
"AT5G56480_P1","AT5G56480"
"AT5G56490_P1","AT5G56490"
"AT5G56490_ID1","AT5G56490"
"AT5G56490_ID2","AT5G56490"
"AT5G56500_P2","AT5G56500"
"AT5G56500_P1","AT5G56500"
"AT5G56510_P1","AT5G56510"
"AT5G56510_P2","AT5G56510"
"AT5G56510_P3","AT5G56510"
"AT5G56510_P4","AT5G56510"
"AT5G56520_P1","AT5G56520"
"AT5G56530_P2","AT5G56530"
"AT5G56530_P1","AT5G56530"
"AT5G56530_ID4","AT5G56530"
"AT5G56540_P1","AT5G56540"
"AT5G56544.1","AT5G56544"
"AT5G56550_P1","AT5G56550"
"AT5G56555_P1","AT5G56555"
"AT5G56560.1","AT5G56560"
"AT5G56560_P2","AT5G56560"
"AT5G56570.1","AT5G56570"
"AT5G56580_P1","AT5G56580"
"AT5G56590.1","AT5G56590"
"AT5G56590_ID2","AT5G56590"
"AT5G56600_s1","AT5G56600"
"AT5G56600.1","AT5G56600"
"AT5G56600.2","AT5G56600"
"AT5G56605.1","AT5G56605"
"AT5G56610_P1","AT5G56610"
"AT5G56610_c1","AT5G56610"
"AT5G56610_JS1","AT5G56610"
"AT5G56610_ID1","AT5G56610"
"AT5G56610_ID4","AT5G56610"
"AT5G56610_ID5","AT5G56610"
"AT5G56610_ID9","AT5G56610"
"AT5G56620.1","AT5G56620"
"AT5G56630_P1","AT5G56630"
"AT5G56640_P2","AT5G56640"
"AT5G56640_P1","AT5G56640"
"AT5G56650_P1","AT5G56650"
